,block,trialNum,flankers,rt,error
534,3,35.0,incongruent,0.501854838001,False
537,3,36.0,incongruent,0.45499205100199996,True
540,3,37.0,incongruent,0.556205500001,False
543,3,38.0,incongruent,0.395105154001,False
546,3,39.0,congruent,0.486310257002,False
549,3,40.0,congruent,0.34441484700099995,False
552,3,41.0,congruent,0.40668204600100005,False
555,3,42.0,congruent,0.302593089,False
558,3,43.0,incongruent,0.575865075001,False
561,3,44.0,incongruent,0.45443117100100006,False
564,3,45.0,incongruent,0.547778830001,False
567,3,46.0,congruent,0.32282762500100004,False
570,3,47.0,congruent,0.446623535001,False
573,3,48.0,congruent,0.510471398,False
576,4,1.0,incongruent,0.541608294001,False
579,4,2.0,congruent,0.40594782100000004,True
582,4,3.0,congruent,0.45898989500200005,False
585,4,4.0,incongruent,0.460754881,False
588,4,5.0,incongruent,0.742148792002,False
591,4,6.0,incongruent,0.36700902700099997,False
594,4,7.0,incongruent,0.344778855,False
597,4,8.0,incongruent,0.523129951001,False
600,4,9.0,congruent,0.40019927900200003,False
603,4,10.0,congruent,0.389138669001,False
606,4,11.0,congruent,0.371800195002,False
609,4,12.0,congruent,0.316156201001,False
612,4,13.0,congruent,0.34252615399999997,False
615,4,14.0,congruent,0.357941707001,False
618,4,15.0,incongruent,0.425871092,True
621,4,16.0,congruent,0.39992111200099995,False
624,4,17.0,congruent,0.30786463,False
627,4,18.0,incongruent,0.388258095001,False
630,4,19.0,congruent,0.295594338,False
633,4,20.0,congruent,0.416334848,False
636,4,21.0,congruent,0.298989175002,False
639,4,22.0,incongruent,0.551421428001,False
642,4,23.0,incongruent,0.483333267,False
645,4,24.0,congruent,0.314872985002,False
648,4,25.0,incongruent,0.378142352001,False
651,4,26.0,incongruent,0.415446061001,False
654,4,27.0,incongruent,0.474000444001,True
657,4,28.0,incongruent,0.47910494299999995,True
660,4,29.0,congruent,0.356280057002,False
663,4,30.0,incongruent,0.379982053,False
666,4,31.0,congruent,0.436012374001,False
669,4,32.0,incongruent,0.347026444002,False
672,4,33.0,incongruent,0.569958493001,False
675,4,34.0,incongruent,0.446079972002,False
678,4,35.0,congruent,0.390738287002,False
681,4,36.0,congruent,0.37887499,False
684,4,37.0,congruent,0.405424867,False
687,4,38.0,incongruent,0.470912134,False
690,4,39.0,congruent,0.40542317399899996,False
693,4,40.0,congruent,0.45300727600100005,False
696,4,41.0,incongruent,0.541957142001,True
699,4,42.0,incongruent,0.48306289700099997,False
702,4,43.0,congruent,0.420416046001,False
705,4,44.0,incongruent,0.43922996500100003,False
708,4,45.0,congruent,0.446693751001,False
711,4,46.0,incongruent,0.40045271100100005,False
714,4,47.0,congruent,0.365759027001,False
717,4,48.0,incongruent,0.355679754002,True
720,5,1.0,incongruent,0.5015703810000001,False
723,5,2.0,congruent,0.414649170001,False
726,5,3.0,incongruent,0.454673958002,False
729,5,4.0,incongruent,0.434323520001,False
732,5,5.0,incongruent,0.552180214001,False
735,5,6.0,incongruent,0.577338525001,False
738,5,7.0,congruent,0.43512109900300006,False
741,5,8.0,incongruent,0.494209683002,False
744,5,9.0,incongruent,0.477501864001,False
747,5,10.0,congruent,0.381732946002,True
750,5,11.0,congruent,0.383917664001,False
753,5,12.0,congruent,0.394913903001,False
756,5,13.0,congruent,0.328968006002,False
759,5,14.0,incongruent,0.5922021500010001,False
762,5,15.0,incongruent,0.493911802001,False
765,5,16.0,congruent,0.539951109,False
768,5,17.0,congruent,0.391176397001,False
771,5,18.0,congruent,0.372987987001,False
774,5,19.0,incongruent,0.45688049900100003,True
777,5,20.0,congruent,0.41321915200000003,False
780,5,21.0,congruent,0.39116846600199995,False
783,5,22.0,incongruent,0.39045038700199997,False
786,5,23.0,congruent,0.414261070002,False
789,5,24.0,congruent,0.424312194,False
792,5,25.0,congruent,0.336555654001,False
795,5,26.0,congruent,0.302164265,False
798,5,27.0,congruent,0.315104047,False
801,5,28.0,congruent,0.339836592002,True
804,5,29.0,congruent,0.35102487,False
807,5,30.0,congruent,0.593813382,False
810,5,31.0,congruent,0.290376926001,False
813,5,32.0,incongruent,0.5937830279999999,False
816,5,33.0,congruent,0.337319375001,True
819,5,34.0,incongruent,0.49760040700099994,False
822,5,35.0,incongruent,0.458677544002,False
825,5,36.0,congruent,0.281907625,True
828,5,37.0,incongruent,0.493793341,False
831,5,38.0,incongruent,0.45109869600100005,False
834,5,39.0,incongruent,0.433458529002,False
837,5,40.0,congruent,0.37535054600100004,False
840,5,41.0,incongruent,0.640140017002,False
843,5,42.0,incongruent,0.38556248100199997,False
846,5,43.0,congruent,0.359961706001,True
