,block,trialNum,flankers,rt,error
753,5,12,incongruent,0.471795796009,False
756,5,13,incongruent,0.49924459199199994,False
759,5,14,incongruent,0.35361015501299997,True
762,5,15,incongruent,0.452098349007,False
765,5,16,congruent,0.588514073999,False
768,5,17,incongruent,0.433564930994,False
771,5,18,incongruent,0.530386826998,False
774,5,19,incongruent,0.455050050005,False
777,5,20,incongruent,0.5151413530110001,False
780,5,21,incongruent,0.477341702004,False
783,5,22,congruent,0.39980795700099997,False
786,5,23,incongruent,0.41787323400799997,False
789,5,24,incongruent,0.374491081006,False
792,5,25,congruent,0.446515937016,False
795,5,26,incongruent,0.416960496994,False
798,5,27,incongruent,0.446305314006,False
801,5,28,congruent,0.425612357009,False
804,5,29,congruent,0.461301462012,False
807,5,30,congruent,0.419495288006,False
810,5,31,incongruent,0.398067810995,False
813,5,32,congruent,0.49239369000100003,False
816,5,33,incongruent,0.5749388069960001,False
819,5,34,congruent,0.361238966012,False
822,5,35,incongruent,0.339636232005,True
825,5,36,congruent,0.5441669920109999,False
828,5,37,incongruent,0.514734815006,False
831,5,38,incongruent,0.763700444004,False
834,5,39,congruent,0.45731492900799997,False
837,5,40,congruent,0.426394040012,False
840,5,41,congruent,0.48876347801700004,False
843,5,42,congruent,0.382066816004,False
846,5,43,incongruent,0.41423026799699997,False
849,5,44,congruent,0.482419980006,False
852,5,45,congruent,0.376189472998,False
855,5,46,congruent,0.303056118006,False
858,5,47,incongruent,0.46550096900300003,False
861,5,48,congruent,0.411907218004,False
