,block,trialNum,flankers,rt,error
0,practice,1,congruent,0.723172019003,False
3,practice,2,incongruent,,
6,practice,3,congruent,0.34245289501299997,False
9,practice,4,incongruent,0.311569273996,False
12,practice,5,congruent,0.328020596004,True
15,practice,6,congruent,0.35306316800399995,False
18,practice,7,congruent,0.33542056700399997,False
21,practice,8,incongruent,0.411665574997,False
24,practice,9,congruent,0.364103189015,False
27,practice,10,congruent,0.31937968000399997,True
30,practice,11,congruent,0.44473216001599997,False
33,practice,12,congruent,0.414587259002,False
36,practice,13,incongruent,0.344850590001,False
39,practice,14,congruent,0.376378851011,False
42,practice,15,incongruent,0.412980845998,True
45,practice,16,congruent,0.6121283530080001,False
48,practice,17,incongruent,0.305579905005,False
51,practice,18,incongruent,0.567059965004,False
54,practice,19,incongruent,0.448785322005,False
57,practice,20,incongruent,0.498999030009,False
60,practice,21,incongruent,0.32529060301,True
63,practice,22,congruent,0.33276254699700003,False
66,practice,23,incongruent,0.422952673005,False
69,practice,24,congruent,0.308735774001,False
72,practice,25,incongruent,0.405046889005,False
75,practice,26,incongruent,0.384111883002,False
78,practice,27,incongruent,0.34001886400799997,False
81,practice,28,congruent,0.31188425200500003,False
84,practice,29,congruent,0.348932203007,False
87,practice,30,incongruent,0.361782851018,False
90,practice,31,incongruent,0.46609056201099996,False
93,practice,32,congruent,0.65076519901,False
96,practice,33,incongruent,0.447696444011,False
99,practice,34,incongruent,0.38854703800499996,False
102,practice,35,incongruent,0.310945407997,True
105,practice,36,congruent,0.403021581005,False
108,practice,37,incongruent,0.367578317004,True
111,practice,38,congruent,0.38115996400300006,False
114,practice,39,congruent,0.388023131018,False
117,practice,40,congruent,0.689925379003,False
120,practice,41,congruent,0.382277159006,False
123,practice,42,incongruent,0.37209999201899996,False
126,practice,43,incongruent,0.383517599999,False
129,practice,44,incongruent,0.492166791009,True
132,practice,45,congruent,0.495143595006,False
135,practice,46,congruent,0.309335376005,False
138,practice,47,incongruent,0.406658708016,False
141,practice,48,congruent,0.393314647008,False
144,1,1,incongruent,0.5517140070009999,False
147,1,2,congruent,0.344355373003,False
150,1,3,incongruent,0.28213064301199997,True
153,1,4,congruent,0.388339099009,False
156,1,5,incongruent,0.741976576013,False
159,1,6,congruent,0.42680782399800005,False
162,1,7,congruent,0.5898484890060001,False
165,1,8,congruent,0.34154269700199996,False
168,1,9,incongruent,0.287110004007,False
171,1,10,incongruent,0.322289797012,False
174,1,11,congruent,0.37982236599799996,False
177,1,12,congruent,0.33671442200999996,False
180,1,13,congruent,0.333802666006,False
183,1,14,congruent,0.293643587996,True
186,1,15,incongruent,0.386914907998,False
189,1,16,congruent,0.28287478900199997,False
192,1,17,incongruent,0.383207132007,True
195,1,18,incongruent,0.416732649013,True
198,1,19,congruent,0.329448009012,False
201,1,20,incongruent,0.554469006005,False
204,1,21,incongruent,0.523510978019,False
207,1,22,congruent,0.341133708003,False
210,1,23,incongruent,0.508971072006,False
213,1,24,congruent,0.389857974005,False
216,1,25,incongruent,0.404175465999,False
219,1,26,congruent,0.269520308997,True
222,1,27,incongruent,0.437764713002,False
225,1,28,incongruent,0.36814175600000004,True
228,1,29,congruent,0.40054427800399994,False
231,1,30,congruent,0.335198065994,False
234,1,31,congruent,0.341722042009,False
237,1,32,incongruent,0.439583357016,False
240,1,33,incongruent,0.35481078000200006,False
243,1,34,incongruent,0.34142760399800004,False
246,1,35,incongruent,0.439493392012,False
249,1,36,congruent,0.384205370006,False
252,1,37,congruent,0.352466574011,False
255,1,38,incongruent,0.421421653009,False
258,1,39,incongruent,0.492376600014,False
261,1,40,congruent,0.332179669014,False
264,1,41,incongruent,0.38822960200199996,False
267,1,42,congruent,0.501321414005,False
270,1,43,congruent,0.546435798999,False
273,1,44,incongruent,0.384449907011,False
276,1,45,congruent,0.480385135001,False
279,1,46,congruent,0.38994265800300004,False
282,1,47,incongruent,0.765623790998,False
285,1,48,incongruent,0.542873634011,False
288,2,1,congruent,0.560525386012,False
291,2,2,congruent,0.29794176801800004,False
294,2,3,incongruent,0.45605911000200006,False
297,2,4,incongruent,0.32594290901,False
300,2,5,congruent,0.284194214008,False
303,2,6,incongruent,0.35981307001199997,False
306,2,7,congruent,0.34212002200400005,False
309,2,8,incongruent,0.33504039500300004,True
312,2,9,congruent,0.328463555008,False
315,2,10,congruent,0.7751174970039999,False
318,2,11,congruent,0.464897611004,False
321,2,12,congruent,0.422927801017,False
324,2,13,congruent,0.356436835005,False
327,2,14,congruent,0.322098869001,False
330,2,15,congruent,0.396105925014,False
333,2,16,incongruent,0.384296830001,False
336,2,17,congruent,0.364523610013,False
339,2,18,congruent,0.45407516,False
342,2,19,incongruent,0.494156333007,False
345,2,20,incongruent,0.492786617004,False
348,2,21,incongruent,0.506835959997,False
351,2,22,congruent,0.34072238299999996,False
354,2,23,congruent,0.704491148004,False
357,2,24,congruent,0.385229208012,False
360,2,25,incongruent,0.470642846005,False
363,2,26,congruent,0.356687004998,False
366,2,27,incongruent,0.376824760009,False
369,2,28,incongruent,0.37255124401399997,True
372,2,29,congruent,0.293152987011,False
375,2,30,incongruent,0.43045129100199997,False
378,2,31,congruent,0.709953868005,False
381,2,32,incongruent,0.645701529997,False
384,2,33,incongruent,0.438242200995,False
387,2,34,incongruent,0.492571821,False
390,2,35,incongruent,0.40138652600599994,False
393,2,36,congruent,0.348756926003,False
396,2,37,incongruent,0.53629833,False
399,2,38,congruent,0.476319524008,False
402,2,39,incongruent,0.640487929995,False
405,2,40,incongruent,0.575305884006,False
408,2,41,congruent,0.41918274600199995,False
411,2,42,incongruent,0.484022905002,False
414,2,43,congruent,0.417697723009,False
417,2,44,incongruent,0.445744469005,False
420,2,45,congruent,0.419187540014,False
423,2,46,incongruent,0.552583343,False
426,2,47,incongruent,0.439467594013,False
429,2,48,incongruent,0.544988465015,False
432,3,1,congruent,0.637712530006,False
435,3,2,congruent,0.389088010998,False
438,3,3,congruent,0.316212187012,False
441,3,4,incongruent,0.403877637014,False
444,3,5,congruent,0.321648505007,False
447,3,6,incongruent,0.368134922013,False
450,3,7,congruent,0.385796098009,False
453,3,8,congruent,0.351506951003,False
456,3,9,incongruent,0.491596414009,False
459,3,10,incongruent,0.40599388100999995,False
462,3,11,congruent,0.433093893007,False
465,3,12,congruent,0.392526034004,False
468,3,13,congruent,0.396830804006,False
471,3,14,incongruent,0.41798773700400005,False
474,3,15,congruent,0.37181007799500004,False
477,3,16,congruent,0.6592284220100001,False
480,3,17,incongruent,0.411051235002,False
483,3,18,congruent,0.409580168009,False
486,3,19,incongruent,0.486828076013,False
489,3,20,incongruent,0.468912134005,False
492,3,21,incongruent,0.403514434016,False
495,3,22,congruent,0.495319095004,False
498,3,23,incongruent,0.48729534301700006,False
501,3,24,incongruent,0.401069578002,False
504,3,25,incongruent,0.515557109,False
507,3,26,congruent,0.401802210006,False
510,3,27,congruent,0.456425536002,False
513,3,28,congruent,0.388137328002,False
516,3,29,incongruent,0.421919935005,False
519,3,30,incongruent,0.492101001015,False
522,3,31,incongruent,0.47931429199500003,False
525,3,32,incongruent,0.38515468701399996,False
528,3,33,incongruent,0.415810820006,False
531,3,34,congruent,0.385612410013,False
534,3,35,congruent,0.337750590013,False
537,3,36,incongruent,0.435691047009,False
540,3,37,congruent,0.338904475007,False
543,3,38,incongruent,0.39784052800700004,False
546,3,39,congruent,0.41243464000600005,False
549,3,40,congruent,0.38854566200499996,False
552,3,41,incongruent,0.38070898600599995,False
555,3,42,incongruent,0.548247024999,False
558,3,43,congruent,0.358226349999,False
561,3,44,incongruent,0.543428435994,False
564,3,45,incongruent,0.469808605005,False
567,3,46,congruent,0.313085019006,False
570,3,47,incongruent,0.46659392799500005,False
573,3,48,congruent,0.6162569250150001,False
576,4,1,congruent,0.466952841016,False
