,block,trialNum,flankers,rt,error
801,5,28.0,congruent,0.7872866819959999,False
804,5,29.0,incongruent,0.525396696001,False
807,5,30.0,congruent,0.782378823031,False
810,5,31.0,incongruent,0.5071108390110001,False
813,5,32.0,incongruent,0.44451003999,False
816,5,33.0,incongruent,0.463881026022,False
819,5,34.0,congruent,0.544909749064,False
822,5,35.0,incongruent,0.528403890028,False
825,5,36.0,incongruent,0.54506876599,False
828,5,37.0,congruent,0.579139450972,False
831,5,38.0,congruent,0.54789816105,False
834,5,39.0,congruent,0.48435637907799994,False
837,5,40.0,incongruent,0.44848237303099997,False
840,5,41.0,congruent,0.509686751,False
843,5,42.0,congruent,0.510570424027,False
846,5,43.0,incongruent,0.515205162985,False
849,5,44.0,incongruent,0.523021717032,False
852,5,45.0,congruent,0.647997674008,False
855,5,46.0,incongruent,0.475371967012,False
858,5,47.0,congruent,0.47507229301799997,False
861,5,48.0,incongruent,0.472104306042,False
