,block,trialNum,flankers,rt,error
612,4,13,incongruent,0.416129847028,False
615,4,14,congruent,0.420181959023,False
618,4,15,incongruent,0.434985795029,False
621,4,16,congruent,0.36755510699,False
624,4,17,incongruent,0.435008658998,False
627,4,18,congruent,0.348346915998,False
630,4,19,incongruent,0.305322074011,True
633,4,20,incongruent,0.431259367993,False
636,4,21,incongruent,0.380416535016,False
639,4,22,incongruent,0.38661927200199997,False
642,4,23,congruent,0.5277723990150001,False
645,4,24,incongruent,0.44390013901299996,False
648,4,25,congruent,0.34074790199500005,False
651,4,26,congruent,0.467989986035,False
654,4,27,incongruent,0.41975015000200006,False
657,4,28,incongruent,0.465118367021,False
660,4,29,incongruent,0.529104886024,False
663,4,30,incongruent,0.515723039018,True
666,4,31,incongruent,0.583470794023,False
669,4,32,congruent,0.35887035302599996,False
672,4,33,incongruent,0.404083795991,False
675,4,34,congruent,0.403190023993,False
678,4,35,incongruent,0.403072796005,False
681,4,36,congruent,0.45144053502,False
684,4,37,incongruent,0.437266068009,False
687,4,38,congruent,0.43922889200599996,False
690,4,39,congruent,0.475050915004,False
693,4,40,congruent,0.34058549202699995,False
696,4,41,congruent,0.370228597021,False
699,4,42,congruent,0.34038127501800003,False
702,4,43,congruent,0.404761068028,False
705,4,44,congruent,0.54740058101,False
708,4,45,incongruent,0.39034451500600004,False
711,4,46,congruent,0.29848913403099997,False
714,4,47,congruent,0.283786265005,False
717,4,48,incongruent,0.271029110008,True
720,5,1,congruent,0.452955659013,False
723,5,2,congruent,0.382887084997,False
726,5,3,congruent,0.346224352019,False
729,5,4,incongruent,0.41648661298699996,False
732,5,5,incongruent,0.34193024600999994,True
735,5,6,incongruent,0.42169919802100003,False
738,5,7,congruent,0.383640555025,False
741,5,8,congruent,0.34494166800899995,False
744,5,9,incongruent,0.44488668302100004,False
747,5,10,incongruent,0.440771302994,False
750,5,11,incongruent,0.400476584997,False
753,5,12,congruent,0.342585494014,False
756,5,13,incongruent,0.39503659002400004,False
759,5,14,congruent,0.320276570012,False
762,5,15,incongruent,0.37430529799900003,False
765,5,16,congruent,0.411540307017,False
768,5,17,incongruent,0.401175516017,False
771,5,18,congruent,0.31376409300700003,False
774,5,19,incongruent,0.344601396035,True
777,5,20,incongruent,0.438870336016,True
780,5,21,incongruent,0.47093870901199997,False
783,5,22,incongruent,0.46112078501000003,False
786,5,23,congruent,0.422739966016,False
789,5,24,congruent,0.37161463301200004,False
792,5,25,congruent,0.527441452025,False
795,5,26,congruent,0.401682009018,False
798,5,27,congruent,0.352487269032,False
801,5,28,incongruent,0.41096451401199996,False
804,5,29,incongruent,0.475429411017,False
807,5,30,congruent,0.323624170007,False
810,5,31,incongruent,0.33349985801,True
813,5,32,incongruent,0.449496194022,False
816,5,33,congruent,0.348180218018,False
819,5,34,congruent,0.301170763996,False
822,5,35,incongruent,0.52416536503,False
825,5,36,congruent,0.39917685999499997,False
828,5,37,congruent,0.36324045300700003,False
831,5,38,congruent,0.416024080012,False
834,5,39,,,
